# Ellipse table for galaxy UGC5251
# Zeropoint: 28.5572567132
#SMA        INT         INT_ERR     PA           PA_ERR      ELLIP       ELLIP_ERR   TFLUX       TFLUX_ERR   NPIX        NDATA       X0          Y0          
#ARCSEC     W/m2/strad/arcsec2W/m2/strad/arcsec2DEGREE       DEGREE      NO DIM      NO DIM      W/m2        W/m2        NUMBER      NUMBER      PIXEL       :PIXEL       
2.024654216748000002e-01 2.068755035845653322e-08 3.740185515125155904e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
2.227119479972000105e-01 2.068700402942139809e-08 3.740139799372515066e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
2.449831586420000151e-01 2.068130247222211418e-08 3.739662670789671065e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
2.694814745061999695e-01 2.067269598486684478e-08 3.738942330979810897e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
2.964295981892000054e-01 2.066202211142707210e-08 3.738048763688525932e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
3.260725738531999873e-01 2.064673693212245401e-08 3.736768787122743847e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
3.586798074709000028e-01 2.063014248852217834e-08 3.735378676574585311e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
3.945478001018000169e-01 2.061291988686828936e-08 3.733935398171467536e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
4.340026831050000089e-01 2.059361786545071518e-08 3.732317198189757341e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 3.051466984766258322e-09 5.701361609146742088e-11 1.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
4.774027533519999977e-01 2.056935556147183748e-08 3.730282153311132781e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
5.251431871380000116e-01 2.054329783255810323e-08 3.728095276687743052e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
5.776573474010000542e-01 2.051757463992580014e-08 3.725935216848055226e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
6.354233594300000565e-01 2.050035203827191116e-08 3.724488279006712336e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
6.989656953730000177e-01 2.045122815309058969e-08 3.720358098386835344e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
7.688619083959999934e-01 2.040228477309708988e-08 3.716238529112538339e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
8.457481784610000330e-01 2.036645088321101785e-08 3.713219488888356346e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
9.303232735960000888e-01 2.037363739642209764e-08 3.713825156389941271e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 9.150624386248322227e-09 9.873169655928519596e-11 3.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
1.023355680180999983e+00 2.030991425164987577e-08 3.708451224524209359e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 1.538196166949625020e-08 1.279655062161553244e-10 5.000000000000000000e+00 1.300000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
1.125691129361000131e+00 2.009701680619132773e-08 3.690440305758796910e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 1.538196166949625020e-08 1.279655062161553244e-10 5.000000000000000000e+00 1.400000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
1.238260123459000051e+00 2.005825873226256324e-08 3.687151943798358561e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 2.907957398849033386e-08 1.756205434760566275e-10 9.000000000000000000e+00 1.400000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
1.362086254642999927e+00 1.981475964062888679e-08 3.666425214789228289e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 4.199543672104058801e-08 2.110500971861928324e-10 1.300000000000000000e+01 1.400000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
1.498294919720000173e+00 1.954498621385609869e-08 3.643324322795559554e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 4.789443601584862695e-08 2.254837981893635510e-10 1.500000000000000000e+01 1.500000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
1.648124411691999969e+00 1.909178582195621338e-08 3.604183163767155428e-10 7.789007000000000858e+01 nan 7.114875000000000504e-01 nan 5.312120619767597905e-08 2.376625295610061854e-10 1.700000000000000000e+01 1.500000000000000000e+01 1.073188000000000102e+03 1.345398999999999887e+02 4.000000000000000000e+00
